               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  82,            0.028893,            0.035289,           0.0039875,             0.86536,             0.96888,             0.94728,             0.68893,            0.022525,            0.031509,           0.0068237,           0.0084759,           0.0084759,           0.0084759
                  83,            0.026972,            0.033931,           0.0033067,             0.84433,             0.94961,             0.94314,             0.65267,             0.02256,            0.033138,            0.011663,           0.0084404,           0.0084404,           0.0084404
                  84,            0.026531,            0.033456,           0.0029915,             0.92205,             0.84234,             0.95019,             0.67663,            0.022337,            0.030797,           0.0091471,           0.0084046,           0.0084046,           0.0084046
                  85,            0.026213,            0.032153,           0.0029867,             0.89069,             0.90072,             0.93496,             0.65063,            0.022122,              0.0321,           0.0095841,           0.0083684,           0.0083684,           0.0083684
                  86,            0.026664,            0.033279,           0.0031206,             0.83926,             0.95077,             0.93942,             0.64723,            0.021526,            0.030975,            0.010662,           0.0083319,           0.0083319,           0.0083319
                  87,            0.027642,            0.034174,           0.0031873,             0.84976,             0.94357,             0.93936,             0.66452,            0.025262,            0.031087,           0.0097622,           0.0082952,           0.0082952,           0.0082952
                  88,            0.026752,            0.034127,           0.0030038,             0.89348,             0.88651,               0.939,             0.66189,            0.022289,            0.030659,            0.010576,           0.0082581,           0.0082581,           0.0082581
                  89,            0.026863,            0.033649,           0.0038412,             0.86167,             0.94977,             0.93372,             0.64681,            0.020678,            0.030952,            0.011452,           0.0082207,           0.0082207,           0.0082207
                  90,            0.025828,            0.033733,           0.0030273,             0.86219,             0.96471,             0.95435,             0.65133,            0.022349,            0.031463,           0.0083423,            0.008183,            0.008183,            0.008183
                  91,            0.026772,            0.034664,           0.0038378,             0.86166,             0.95892,             0.95236,             0.65967,            0.022259,            0.031413,           0.0089153,            0.008145,            0.008145,            0.008145
                  92,            0.026371,            0.033319,           0.0033853,              0.8449,             0.94507,             0.93506,             0.65001,            0.023272,             0.03096,            0.011832,           0.0081068,           0.0081068,           0.0081068
                  93,            0.026735,            0.033733,           0.0031659,             0.83464,             0.94229,             0.94348,             0.66372,            0.022881,            0.030581,            0.012328,           0.0080682,           0.0080682,           0.0080682
                  94,            0.025264,             0.03285,           0.0029805,             0.87157,             0.96003,             0.94741,             0.64857,            0.021937,            0.031429,            0.010758,           0.0080294,           0.0080294,           0.0080294
                  95,            0.025585,            0.032352,           0.0034888,             0.82711,             0.95614,              0.9497,             0.65471,            0.021736,            0.031026,            0.010157,           0.0079903,           0.0079903,           0.0079903
                  96,            0.026513,             0.03456,           0.0036911,             0.92226,             0.84121,             0.95027,             0.64591,            0.022318,            0.031704,            0.011711,           0.0079509,           0.0079509,           0.0079509
                  97,             0.02655,            0.032759,           0.0033142,             0.88559,              0.9374,             0.95782,             0.68348,            0.021746,            0.029833,            0.010065,           0.0079112,           0.0079112,           0.0079112
                  98,            0.026003,            0.033794,           0.0031588,             0.86558,             0.95305,             0.94883,             0.64317,            0.022206,            0.031876,            0.010726,           0.0078713,           0.0078713,           0.0078713
                  99,            0.026841,              0.0344,           0.0040079,             0.86012,             0.95617,             0.95335,             0.65853,            0.021343,            0.032206,           0.0096158,           0.0078311,           0.0078311,           0.0078311
                 100,            0.026002,            0.033902,           0.0036932,              0.8466,             0.94743,             0.94607,              0.6399,            0.022309,            0.032948,             0.01128,           0.0077907,           0.0077907,           0.0077907
                 101,             0.02662,            0.035003,           0.0039179,             0.84676,             0.91678,             0.92793,             0.61867,             0.02267,            0.033063,             0.01073,             0.00775,             0.00775,             0.00775
                 102,            0.024701,            0.033181,           0.0033707,              0.8287,              0.9529,             0.94331,             0.62458,            0.022315,            0.032386,           0.0081717,           0.0077091,           0.0077091,           0.0077091
                 103,            0.026075,            0.033011,           0.0036494,             0.84885,             0.93784,             0.93308,             0.65223,            0.022677,            0.030855,            0.011729,           0.0076679,           0.0076679,           0.0076679
                 104,            0.025747,            0.034421,           0.0033336,             0.84265,             0.93648,             0.94674,             0.64031,            0.023606,            0.030966,            0.010502,           0.0076265,           0.0076265,           0.0076265
                 105,            0.026305,            0.032469,            0.003633,             0.91433,             0.88307,             0.95107,             0.65432,            0.022937,            0.031422,             0.00854,           0.0075848,           0.0075848,           0.0075848
                 106,            0.025768,            0.032182,           0.0033786,             0.92211,             0.87245,             0.94881,             0.66437,            0.022467,             0.03157,            0.012122,            0.007543,            0.007543,            0.007543
                 107,            0.024853,            0.033075,           0.0031391,              0.8609,             0.95777,             0.96113,             0.66853,            0.021492,            0.029766,            0.009654,           0.0075009,           0.0075009,           0.0075009
                 108,             0.02595,            0.032834,           0.0034381,             0.91208,             0.88448,             0.94889,             0.66976,            0.021904,            0.031099,            0.012568,           0.0074585,           0.0074585,           0.0074585
                 109,            0.025571,            0.033331,           0.0034134,             0.89385,             0.88635,             0.94554,               0.652,            0.021752,            0.031129,             0.01065,            0.007416,            0.007416,            0.007416
                 110,            0.024369,            0.032932,           0.0033785,             0.84178,             0.96589,             0.95566,             0.66601,            0.021716,            0.031051,           0.0070467,           0.0073733,           0.0073733,           0.0073733
                 111,            0.024355,            0.032972,            0.003507,             0.92184,             0.88194,             0.94859,             0.67297,            0.022509,            0.030176,            0.010395,           0.0073303,           0.0073303,           0.0073303
                 112,            0.024263,            0.031618,            0.003384,             0.88322,             0.94854,             0.95044,             0.67243,             0.02291,            0.030193,            0.010923,           0.0072872,           0.0072872,           0.0072872
                 113,            0.025237,            0.032836,            0.002669,             0.86217,             0.94369,             0.95034,             0.64868,            0.022375,            0.032637,            0.013256,           0.0072438,           0.0072438,           0.0072438
